Animal Id,Animal Type,Source Id,Council District,Intake Type,Intake Total,Staff Id,Intake Date,Intake Condition,Outcome Type,Outcome Date,Outcome Condition,Chip Status,Animal Origin,Month,Year
A1103218,DOG,P0930368,2,STRAY,1,SDW,06/20/2020,APP WNL,ADOPTION,07/02/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JUN.2020,FY2020
A1099593,CAT,P0618456,,TREATMENT,1,CDM,05/29/2020,APP WNL,TREATMENT,05/29/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2020,FY2020
A1101874,DOG,P0928235,3,STRAY,1,AKB1780,05/26/2020,APP WNL,TRANSFER,05/29/2020,APP WNL,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1099717,CAT,P0919064,,TREATMENT,1,VMJ,04/26/2020,APP WNL,TREATMENT,04/26/2020,,SCAN NO CHIP,OVER THE COUNTER,APR.2020,FY2020
A1099591,CAT,P0618456,,TREATMENT,1,CDM,05/29/2020,APP WNL,TREATMENT,05/29/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2020,FY2020
A1099858,DOG,P9991774,3,STRAY,1,SRM1774,04/13/2020,APP WNL,ADOPTION,04/17/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100017,CAT,P0925164,2,STRAY,1,KCB8445,04/17/2020,APP SICK,FOSTER,04/17/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1105662,DOG,P0934501,9,STRAY,1,ERB1768,08/08/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,FIELD,AUG.2020,FY2020
A1105903,DOG,P9998447,13,STRAY,1,MAC8447,08/14/2020,APP WNL,RETURNED TO OWNER,08/14/2020,APP WNL,SCAN CHIP,FIELD,AUG.2020,FY2020
A1105618,DOG,P0934426,,OWNER SURRENDER,1,SDW,08/07/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,AUG.2020,FY2020
A1099774,DOG,P9998447,7,STRAY,1,MAC8447,04/11/2020,APP WNL,TRANSFER,04/17/2020,APP WNL,SCAN CHIP,FIELD,APR.2020,FY2020
A1057770,DOG,P0927639,4,STRAY,1,MRY1776,05/19/2020,APP WNL,ADOPTION,05/29/2020,APP WNL,SCAN CHIP,FIELD,MAY.2020,FY2020
A1100497,LIVESTOCK,P0926055,,STRAY,1,WEB,04/28/2020,NORMAL,LOST EXP,05/29/2020,,,,APR.2020,FY2020
A1100455,CAT,P0925991,,STRAY,1,WEB,04/25/2020,NORMAL,LOST EXP,05/29/2020,,,,APR.2020,FY2020
A1102198,CAT,P0928788,,STRAY,1,WEB,05/31/2020,NORMAL,FOUND EXP,07/02/2020,,,,MAY.2020,FY2020
A1098750,DOG,P0922402,,STRAY,1,WEB,03/16/2020,NORMAL,FOUND EXP,04/17/2020,,,,MAR.2020,FY2020
A1102048,WILDLIFE,P0693988,9,WILDLIFE,1,MWG1718,05/29/2020,APP INJ,EUTHANIZED,05/29/2020,APP INJ,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1098745,DOG,P0922393,,STRAY,1,WEB,02/18/2020,NORMAL,LOST EXP,04/17/2020,,,,FEB.2020,FY2020
A1101337,CAT,P9991579,1,STRAY,1,ASB1579,05/17/2020,APP SICK,FOSTER,05/20/2020,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1099991,BIRD,P9991721,13,TRANSFER,1,JMK1721,04/16/2020,APP INJ,TRANSFER,04/16/2020,APP INJ,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1102211,DOG,P0928823,,STRAY,1,WEB,06/01/2020,NORMAL,FOUND EXP,07/02/2020,,,,JUN.2020,FY2020
A1099592,CAT,P0618456,,TREATMENT,1,CDM,05/29/2020,APP WNL,TREATMENT,05/29/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2020,FY2020
A1103609,DOG,P9998447,4,STRAY,1,MAC8447,06/28/2020,APP WNL,ADOPTION,07/02/2020,APP WNL,SCAN NO CHIP,FIELD,JUN.2020,FY2020
A1098785,DOG,P0922498,,STRAY,1,WEB,03/17/2020,NORMAL,LOST EXP,04/17/2020,,,,MAR.2020,FY2020
A1099331,DOG,P0923741,3,KEEPSAFE,1,JOB1195,03/30/2020,APP WNL,TRANSFER,04/17/2020,APP WNL,SCAN CHIP,FIELD,MAR.2020,FY2020
A1103613,DOG,P9991778,7,STRAY,1,LSU1778,06/28/2020,UNKNOWN,TRANSFER,07/02/2020,APP WNL,SCAN NO CHIP,FIELD,JUN.2020,FY2020
A1013286,DOG,P0810535,4,OWNER SURRENDER,1,ROB1772,04/17/2020,APP SICK,EUTHANIZED,04/17/2020,CRITICAL,SCAN CHIP,FIELD,APR.2020,FY2020
A1102000,DOG,P0928442,7,STRAY,1,RKB1765,05/28/2020,APP INJ,TRANSFER,05/29/2020,APP INJ,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1105729,DOG,P0934656,4,STRAY,1,MRY1776,08/10/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,FIELD,AUG.2020,FY2020
A1100015,CAT,P0925164,2,STRAY,1,KCB8445,04/17/2020,APP SICK,FOSTER,04/17/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1098783,DOG,P0922496,,STRAY,1,WEB,02/06/2020,NORMAL,LOST EXP,04/17/2020,,,,FEB.2020,FY2020
A1100051,WILDLIFE,P9991765,14,WILDLIFE,1,RKB1765,04/17/2020,CRITICAL,EUTHANIZED,04/17/2020,CRITICAL,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1102039,WILDLIFE,P9991710,9,WILDLIFE,1,CVB1710,05/29/2020,APP INJ,EUTHANIZED,05/29/2020,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,MAY.2020,FY2020
A1100035,WILDLIFE,P0924911,10,WILDLIFE,1,BMO1764,04/17/2020,APP WNL,WILDLIFE,04/17/2020,APP WNL,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2020,FY2020
A0981837,DOG,P9991748,14,STRAY,1,MMK1748,08/08/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN CHIP,FIELD,AUG.2020,FY2020
A1102417,CAT,P0929145,8,STRAY,1,KCB8445,06/05/2020,APP SICK,FOSTER,06/12/2020,UNDERAGE,SCAN NO CHIP,FIELD,JUN.2020,FY2020
A1056889,DOG,P0925128,3,STRAY,1,BMO1764,04/16/2020,APP WNL,RETURNED TO OWNER,04/17/2020,APP WNL,SCAN CHIP,FIELD,APR.2020,FY2020
A1101746,CAT,P9991778,1,STRAY,1,LSU1778,05/24/2020,UNKNOWN,FOSTER,05/24/2020,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1101977,CAT,P0885739,1,STRAY,1,JCC8449,05/28/2020,UNDERAGE,ADOPTION,05/29/2020,APP WNL,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1099875,DOG,P9991579,3,STRAY,1,ASB1579,04/14/2020,APP WNL,RETURNED TO OWNER,04/17/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1101235,CAT,P0871654,6,FOSTER,1,CDM,07/02/2020,APP WNL,ADOPTION,07/02/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JUL.2020,FY2020
A1099755,DOG,P9991695,1,STRAY,1,YLB1695,04/10/2020,APP INJ,TRANSFER,04/17/2020,APP INJ,SCAN CHIP,FIELD,APR.2020,FY2020
A1100323,DOG,P0681128,5,TREATMENT,1,ROB1772,07/02/2020,APP INJ,TREATMENT,07/02/2020,APP WNL,SCAN NO CHIP,FIELD,JUL.2020,FY2020
A1099644,DOG,P0924486,6,CONFISCATED,1,MMB1548,04/09/2020,APP WNL,RETURNED TO OWNER,04/17/2020,APP WNL,SCAN CHIP,FIELD,APR.2020,FY2020
A1100046,DOG,P0925197,12,STRAY,1,ERB1768,04/17/2020,APP WNL,RETURNED TO OWNER,04/17/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1099531,DOG,P0924267,4,CONFISCATED,1,CMB1750,04/07/2020,APP WNL,RETURNED TO OWNER,04/17/2020,APP WNL,SCAN CHIP,FIELD,APR.2020,FY2020
A1103798,DOG,P0931370,8,OWNER SURRENDER,1,RVB1213,07/01/2020,APP WNL,TRANSFER,07/02/2020,UNDERAGE,SCAN NO CHIP,FIELD,JUL.2020,FY2020
A1099882,CAT,P0924866,,TREATMENT,1,SVD,04/21/2020,UNDERAGE,TREATMENT,04/21/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,APR.2020,FY2020
A1101801,DOG,P9998454,3,STRAY,1,JBK8454,05/25/2020,APP WNL,ADOPTION,05/29/2020,APP WNL,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1105621,DOG,P0934426,,OWNER SURRENDER,1,SDW,08/07/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,AUG.2020,FY2020
A1100001,DOG,P0925136,5,STRAY,1,AOB1781,04/16/2020,APP INJ,TRANSFER,04/17/2020,APP INJ,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1099589,CAT,P0618456,,TREATMENT,1,CDM,05/29/2020,APP WNL,TREATMENT,05/29/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2020,FY2020
A1098786,DOG,P0922499,,STRAY,1,WEB,03/17/2020,NORMAL,LOST EXP,04/17/2020,,,,MAR.2020,FY2020
A1105595,CAT,P0934349,10,STRAY,1,ERB1768,08/06/2020,APP SICK,TRANSFER,08/13/2020,APP SICK,SCAN CHIP,FIELD,AUG.2020,FY2020
A1069853,DOG,P0826090,,OWNER SURRENDER,1,IFM,06/29/2020,APP WNL,TRANSFER,07/02/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JUN.2020,FY2020
A1103292,DOG,P0930515,4,STRAY,1,JLC,06/22/2020,APP INJ,FOSTER,07/02/2020,APP INJ,SCAN NO CHIP,OVER THE COUNTER,JUN.2020,FY2020
A1099940,DOG,P0924821,8,STRAY,1,MLM1701,04/15/2020,APP WNL,ADOPTION,04/17/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1099892,WILDLIFE,P0924956,,OWNER SURRENDER,1,OJC,04/14/2020,APP WNL,TRANSFER,04/17/2020,APP INJ,SCAN NO CHIP,OVER THE COUNTER,APR.2020,FY2020
A1095398,CAT,P0917975,6,OWNER SURRENDER,1,SDW,02/06/2020,UNDERAGE,FOSTER,02/08/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,FEB.2020,FY2020
A1100018,CAT,P0925164,2,STRAY,1,KCB8445,04/17/2020,APP SICK,FOSTER,04/17/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100048,WILDLIFE,P0742820,3,WILDLIFE,1,AOB1781,04/17/2020,APP INJ,EUTHANIZED,04/17/2020,CRITICAL,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1099828,CAT,P0910362,7,STRAY,1,MRY1776,04/13/2020,APP WNL,TRANSFER,04/17/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1103198,DOG,P0923288,8,STRAY,1,ROB1772,06/19/2020,APP WNL,ADOPTION,07/02/2020,APP WNL,SCAN NO CHIP,FIELD,JUN.2020,FY2020
A1098749,DOG,P0922401,,STRAY,1,WEB,03/16/2020,NORMAL,LOST EXP,04/17/2020,,,,MAR.2020,FY2020
A1103438,DOG,P0930819,10,CONFISCATED,1,AOB1781,06/25/2020,APP WNL,TRANSFER,07/01/2020,APP WNL,SCAN CHIP,FIELD,JUN.2020,FY2020
A1099786,DOG,P0922817,1,STRAY,1,JKT,04/11/2020,APP INJ,TRANSFER,04/17/2020,APP INJ,SCAN CHIP,OVER THE COUNTER,APR.2020,FY2020
A1105709,CAT,P0918430,,OWNER SURRENDER,1,IFM,08/10/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,AUG.2020,FY2020
A1105833,DOG,P0934795,6,STRAY,1,AKB1780,08/12/2020,APP WNL,RETURNED TO OWNER,08/14/2020,APP WNL,SCAN NO CHIP,FIELD,AUG.2020,FY2020
A1099565,DOG,P0924362,8,CONFISCATED,1,MBB1548,04/09/2020,APP WNL,RETURNED TO OWNER,04/17/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A0981239,DOG,P0065478,9,CONFISCATED,1,VJD1770,08/03/2020,APP WNL,RETURNED TO OWNER,08/14/2020,APP WNL,SCAN CHIP,FIELD,AUG.2020,FY2020
A1099899,CAT,P9991704,6,STRAY,1,SCB1704,04/14/2020,APP WNL,FOSTER,04/15/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100002,DOG,P0925136,5,STRAY,1,AOB1781,04/16/2020,APP WNL,TRANSFER,04/17/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100014,DOG,P9991723,5,STRAY,1,MAW1723,04/17/2020,APP WNL,RETURNED TO OWNER,04/17/2020,APP WNL,SCAN CHIP,FIELD,APR.2020,FY2020
A1100016,CAT,P0925164,2,STRAY,1,KCB8445,04/17/2020,APP SICK,FOSTER,04/17/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1103608,DOG,P9998447,4,STRAY,1,MAC8447,06/28/2020,APP WNL,ADOPTION,07/02/2020,APP WNL,SCAN NO CHIP,FIELD,JUN.2020,FY2020
A1099831,DOG,P0924839,4,STRAY,1,SPB1782,04/13/2020,APP INJ,FOSTER,04/17/2020,APP WNL,UNABLE TO SCAN,FIELD,APR.2020,FY2020
A0959660,DOG,P9991710,1,STRAY,1,CVB1710,04/17/2020,APP WNL,RETURNED TO OWNER,04/17/2020,APP WNL,SCAN CHIP,FIELD,APR.2020,FY2020
A1099826,DOG,P9991702,8,STRAY,1,RMB1702,04/12/2020,APP WNL,FOSTER,04/16/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1101980,CAT,P0904646,2,STRAY,1,DAL,05/28/2020,UNDERAGE,FOSTER,05/29/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,MAY.2020,FY2020
A1103797,DOG,P0931370,8,OWNER SURRENDER,1,RVB1213,07/01/2020,APP WNL,TRANSFER,07/02/2020,UNDERAGE,SCAN NO CHIP,FIELD,JUL.2020,FY2020
A1103412,CAT,P0930702,1,STRAY,1,DAL,06/24/2020,APP SICK,TRANSFER,08/14/2020,APP SICK,SCAN NO CHIP,OVER THE COUNTER,JUN.2020,FY2020
A1102044,WILDLIFE,P9991710,9,WILDLIFE,1,CVB1710,05/29/2020,APP INJ,EUTHANIZED,05/29/2020,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,MAY.2020,FY2020
A1102082,DOG,P9991171,8,STRAY,1,AVB1171,05/29/2020,APP WNL,RETURNED TO OWNER,05/29/2020,APP WNL,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1101792,DOG,P9991717,7,STRAY,1,JDB1717,05/25/2020,APP WNL,ADOPTION,05/29/2020,APP WNL,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1105898,DOG,P0934897,8,STRAY,1,MMK1748,08/13/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,FIELD,AUG.2020,FY2020
A0895185,CAT,P0928561,1,STRAY,1,DAL,05/29/2020,CRITICAL,EUTHANIZED,05/29/2020,CRITICAL,UNABLE TO SCAN,OVER THE COUNTER,MAY.2020,FY2020
A1098262,DOG,P0923867,,FOSTER,1,GDG,05/11/2020,APP SICK,ADOPTION,05/11/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2020,FY2020
A1104321,CAT,P9998447,1,STRAY,1,MAC8447,07/12/2020,UNDERAGE,FOSTER,07/12/2020,UNDERAGE,SCAN NO CHIP,FIELD,JUL.2020,FY2020
A1105758,DOG,P0934705,6,DISPOS REQ,1,OET,08/11/2020,DECEASED,DIED,08/13/2020,DECEASED,SCAN NO CHIP,OVER THE COUNTER,AUG.2020,FY2020
A1099985,DOG,P0925114,8,STRAY,1,JCC8449,04/16/2020,APP WNL,ADOPTION,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1098789,DOG,P0922509,,STRAY,1,WEB,03/16/2020,NORMAL,FOUND EXP,04/18/2020,,,,MAR.2020,FY2020
A1105893,DOG,P9991748,8,STRAY,1,MMK1748,08/13/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,FIELD,AUG.2020,FY2020
A1099523,DOG,P0840407,7,OWNER SURRENDER,1,VJD1770,04/05/2020,APP WNL,TRANSFER,04/18/2020,APP WNL,SCAN CHIP,FIELD,APR.2020,FY2020
A1099590,CAT,P0882996,8,STRAY,1,OJC,04/07/2020,APP WNL,TRANSFER,04/08/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,APR.2020,FY2020
A1103810,DOG,P9998447,5,STRAY,1,MAC8447,07/01/2020,APP WNL,RETURNED TO OWNER,07/02/2020,APP WNL,SCAN CHIP,FIELD,JUL.2020,FY2020
A1101986,DOG,P0928433,1,STRAY,1,SDW,05/28/2020,APP WNL,TRANSFER,05/29/2020,APP SICK,SCAN NO CHIP,OVER THE COUNTER,MAY.2020,FY2020
A1099583,CAT,P0882996,8,STRAY,1,OJC,04/07/2020,APP WNL,TRANSFER,04/08/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,APR.2020,FY2020
A1105124,DOG,P9991210,10,STRAY,1,BTB1210,07/28/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,FIELD,JUL.2020,FY2020
A1100049,WILDLIFE,P0925229,9,WILDLIFE,1,AMB8451,04/17/2020,APP SICK,EUTHANIZED,04/17/2020,APP SICK,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1100020,CAT,P0858593,,OWNER SURRENDER,1,SDW,04/17/2020,APP INJ,TRANSFER,04/18/2020,APP INJ,SCAN NO CHIP,OVER THE COUNTER,APR.2020,FY2020
A1100057,WILDLIFE,P9991723,5,WILDLIFE,1,MAD1723,04/18/2020,UNDERAGE,WILDLIFE,04/18/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100059,WILDLIFE,P9991723,5,WILDLIFE,1,MAD1723,04/18/2020,UNDERAGE,WILDLIFE,04/18/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100053,WILDLIFE,P0925241,14,WILDLIFE,1,AMB8451,04/17/2020,APP INJ,DIED,04/17/2020,APP INJ,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1103762,DOG,P0931326,3,STRAY,1,IFM,07/01/2020,APP SICK,TRANSFER,07/02/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JUL.2020,FY2020
A1099950,DOG,P9991715,7,STRAY,1,DBB1715,04/15/2020,APP WNL,RETURNED TO OWNER,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100054,DOG,P9998455,7,STRAY,1,DOI8455,04/17/2020,APP INJ,DIED,04/18/2020,DECEASED,SCAN CHIP,FIELD,APR.2020,FY2020
A1098838,DOG,P0922629,,STRAY,1,WEB,03/17/2020,NORMAL,LOST EXP,04/18/2020,,,,MAR.2020,FY2020
A1100485,DOG,P0926039,,STRAY,1,WEB,04/26/2020,NORMAL,LOST EXP,05/29/2020,,,,APR.2020,FY2020
A1098817,DOG,P0922559,,STRAY,1,WEB,01/19/2020,NORMAL,FOUND EXP,04/18/2020,,,,JAN.2020,FY2020
A1100028,DOG,P0925145,8,STRAY,1,JCC8449,04/17/2020,APP WNL,TRANSFER,04/18/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1099532,DOG,P0035621,4,CONFISCATED,1,CMB1750,04/07/2020,APP WNL,RETURNED TO OWNER,04/18/2020,APP WNL,UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1100463,CAT,P0926016,,STRAY,1,WEB,04/25/2020,NORMAL,LOST EXP,05/29/2020,,,,APR.2020,FY2020
A1100061,WILDLIFE,P0925254,9,WILDLIFE,1,MWG1718,04/18/2020,APP WNL,EUTHANIZED,04/18/2020,APP WNL,UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1100052,DOG,P0925240,10,STRAY,1,ERB1768,04/17/2020,APP WNL,RETURNED TO OWNER,04/18/2020,APP WNL,SCAN CHIP,FIELD,APR.2020,FY2020
A1100074,WILDLIFE,P9991781,10,WILDLIFE,1,AOB1781,04/18/2020,APP SICK,EUTHANIZED,04/18/2020,APP SICK,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1100029,DOG,P0925145,8,STRAY,1,JCC8449,04/17/2020,APP WNL,TRANSFER,04/18/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1103701,DOG,P0598823,1,STRAY,1,OET,06/29/2020,APP WNL,RETURNED TO OWNER,07/02/2020,APP WNL,SCAN CHIP,OPS,JUN.2020,FY2020
A1099674,DOG,P0924531,8,CONFISCATED,1,MBB1548,04/09/2020,APP WNL,RETURNED TO OWNER,04/18/2020,APP WNL,UNABLE TO SCAN,FIELD,APR.2020,FY2020
A1102024,CAT,P9998455,5,STRAY,1,DOI,05/29/2020,APP SICK,EUTHANIZED,05/29/2020,CRITICAL,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1100072,CAT,P0925288,3,STRAY,1,DAL,04/18/2020,UNDERAGE,TRANSFER,04/18/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,APR.2020,FY2020
A1101828,DOG,P0928157,7,STRAY,1,CBU8573,05/25/2020,APP WNL,ADOPTION,05/29/2020,APP WNL,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1100025,DOG,P0925145,8,STRAY,1,JCC8449,04/17/2020,APP WNL,TRANSFER,04/18/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1102036,WILDLIFE,P9991710,9,WILDLIFE,1,CVB1710,05/29/2020,APP INJ,EUTHANIZED,05/29/2020,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,MAY.2020,FY2020
A1099689,DOG,P0924559,8,CONFISCATED,1,MBB1548,04/10/2020,APP WNL,RETURNED TO OWNER,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100058,WILDLIFE,P9991723,5,WILDLIFE,1,MAD1723,04/18/2020,UNDERAGE,WILDLIFE,04/18/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1099816,DOG,P0904116,7,STRAY,1,IFM,04/12/2020,APP WNL,ADOPTION,04/18/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2020,FY2020
A1099608,DOG,P0924429,13,CONFISCATED,1,MBB1548,04/08/2020,APP WNL,RETURNED TO OWNER,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1098806,DOG,P0922543,,STRAY,1,WEB,03/17/2020,NORMAL,FOUND EXP,04/18/2020,,,,MAR.2020,FY2020
A1100264,CAT,P0925619,1,STRAY,1,ERB1768,04/23/2020,APP WNL,FOSTER,04/23/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1104688,CAT,P0890447,6,STRAY,1,IFM,07/19/2020,APP WNL,FOSTER,07/19/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,JUL.2020,FY2020
A1099849,CAT,P9991579,7,STRAY,1,ASB1579,04/13/2020,APP WNL,FOSTER,04/14/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1104262,DOG,P0932220,12,STRAY,1,BAM8451,07/10/2020,APP WNL,FOUND EXP,08/14/2020,,SCAN NO CHIP,FIELD,JUL.2020,FY2020
A1090092,DOG,P0846560,1,OWNER SURRENDER,1,AKB1780,08/10/2020,APP WNL,ADOPTION,08/14/2020,APP WNL,SCAN CHIP,FIELD,AUG.2020,FY2020
A1099941,DOG,P0924821,8,STRAY,1,MLM1701,04/15/2020,APP WNL,ADOPTION,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1101948,DOG,P9998454,14,STRAY,1,JBK8454,05/27/2020,APP WNL,RETURNED TO OWNER,05/29/2020,APP WNL,SCAN NO CHIP,FIELD,MAY.2020,FY2020
A1100044,DOG,P9991765,5,STRAY,1,RKB1765,04/17/2020,APP WNL,TRANSFER,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1105708,DOG,P9991579,7,STRAY,1,ASB1579,08/10/2020,APP SICK,ADOPTION,08/14/2020,APP WNL,SCAN NO CHIP,FIELD,AUG.2020,FY2020
A1099888,DOG,P9991579,3,STRAY,1,ASB1579,04/14/2020,APP WNL,ADOPTION,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100055,WILDLIFE,P9991723,5,WILDLIFE,1,MAD1723,04/18/2020,CRITICAL,EUTHANIZED,04/18/2020,CRITICAL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100045,DOG,P9991765,5,STRAY,1,RKB1765,04/17/2020,APP WNL,TRANSFER,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100026,DOG,P0925145,8,STRAY,1,JCC8449,04/17/2020,APP WNL,TRANSFER,04/18/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1103812,WILDLIFE,P0562349,3,WILDLIFE,1,BMO1764,07/02/2020,APP WNL,EUTHANIZED,07/02/2020,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,JUL.2020,FY2020
A1099738,CAT,P0924643,8,STRAY,1,BMO1764,04/10/2020,APP WNL,FOSTER,04/10/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100265,CAT,P0925619,1,STRAY,1,ERB1768,04/23/2020,APP WNL,FOSTER,04/23/2020,UNDERAGE,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1102176,DOG,P0928779,,STRAY,1,WEB,05/31/2020,NORMAL,FOUND EXP,07/02/2020,,,,MAY.2020,FY2020
A1099939,DOG,P0924821,8,STRAY,1,MLM1701,04/15/2020,APP WNL,ADOPTION,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1099864,CAT,P0924885,4,STRAY,1,SRM1774,04/13/2020,APP INJ,TRANSFER,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1100062,WILDLIFE,P0925254,9,WILDLIFE,1,MWG1718,04/18/2020,APP WNL,EUTHANIZED,04/18/2020,APP WNL,UNABLE TO SCAN,FIELD,APR.2020,FY2020
A0891063,DOG,P0863225,8,STRAY,1,KCB8445,07/01/2020,APP WNL,RETURNED TO OWNER,07/02/2020,APP WNL,SCAN CHIP,FIELD,JUL.2020,FY2020
A1103819,DOG,P0931414,5,OWNER SURRENDER,1,JMK1721,07/02/2020,APP INJ,EUTHANIZED,07/02/2020,CRITICAL,SCAN NO CHIP,FIELD,JUL.2020,FY2020
A1099994,DOG,P9991764,3,STRAY,1,BMO1764,04/16/2020,APP WNL,RETURNED TO OWNER,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
A1099857,DOG,P9991774,3,STRAY,1,SRM1774,04/13/2020,APP WNL,ADOPTION,04/18/2020,APP WNL,SCAN NO CHIP,FIELD,APR.2020,FY2020
